URL,Content
https://investinginai.substack.com/p/would-you-use-an-outside-ai-program,"Happy Sunday and welcome to Investing in AI. I’m Rob May, co-founder of the AI Innovator’s Community, which does events in Boston and New York so please sign up if you are interested.
I’ve been thinking a lot today about how AI business models, like turning services into software ,might impact how we think about core competencies in business. In classic business strategy we outsource things that aren’t core if they can be done more cheaply by someone else, and we keep things in-house that help define our core business model and value proposition.
It seems that the last wave of tech innovation sold software that aided work, but wasn’t core to most companies. Building a CRM, for example wasn’t something most companies would benefit from doing internally. But AI is different. If you consider Sarah Tavel’s “sell work, not software” piece as a viable future for AI (and I do) then the question becomes, when you sell “work”, what will people outsource and what will they not?
The difference between AI and what came before it is, AI is more algorithmic. And algorithms can be more core. A high frequency trading firm doesn’t usually sell their software to others because it’s more valuable to own it and use it yourself to trade. I think AI might take more companies in this direction. What I mean is, as more things become algorithmic and AI driven, and software can do more human tasks - can you “sell work” or, will people consider it too core?
If you outsource your core competencies to someone else, particularly a 3rd party AI company, then that tool is getting better and regardless of what it does or doesn’t do with your data, it may enable more people to compete with you. So the question is - when a company comes to you with an AI product that can help automate something you consider core, do you buy it?
There are two possible ways this can be resolved in the future. One is, yes, companies buy it, and the source of competitive advantage changes to areas not yet affected by AI. The second is, no, you do it in house. This latter outcome is the one I’ve been thinking about and what it means for investing in AI. I find it difficult to wrap my head around this so let’s try with two examples that come to mind.
If you were at Bain, Mckinsey, BCG, or some place similar, would you buy a “consulting agent” from a software company? If you were a PE firm would you buy an analyst agent from a software company? If every part of your value chain can be done with AI eventually, is it safe to offload it all to third parties? It probably depends on how valuable the “stringing it all together” part is to your customer base. But also, this would make “stringing it all together” easier for everyone else.
I’ve honestly been grappling with where the key vectors of competition and competitive advantage are in an AI world. I’m not there yet but, I’m leaning towards the idea that AI will level the playing field for areas like operations and innovation. I keep coming back to the things AI can’t change, and I think, counterintuitively, those may be some of the best places to invest to make money off of AI.
The fixed capacity in the modern world is attention. It seems like commanding someone’s attention is the most valuable thing to have or be. That generally cements incumbent positions, except in cases of extreme novelty. Maybe the AI people are right, and attention is all you need."
https://investinginai.substack.com/p/is-ai-too-expensive-to-justify-the,"Happy Sunday and welcome to Investing in AI. I write a lot about all the opportunities in AI but it’s important to keep a balanced perspective so today I want to talk about some of the challenges in AI.
The biggest challenge, by far, is around the ROI of adoption. From what I’ve seen at my own company and those I’m invested in, lots of AI projects are stuck in the perpetual pilot phase as people figure out whether the technology is good enough and the problems it solves valuable enough to generate real ROI.
Thanks for reading Investing In AI! Subscribe for free to receive new posts and support my work.
Subscribe
Goldman Sachs recently published a newsletter that is the most skeptical assessment of AI ROI that I’ve read. Below is the most interesting excerpt:
The cost to develop and run AI technology means that AI applications must solve extremely complex and important problems for enterprises to earn an appropriate return on investment (ROI). We estimate that the AI infrastructure buildout will cost over $1tn in the next several years alone, which includes spending on data centers, utilities, and applications. So, the crucial question is: What $1tn problem will AI solve?
Replacing low wage jobs with tremendously costly technology is basically the polar opposite of the prior technology transitions I’ve witnessed in my thirty years of closely following the tech industry. Many people attempt to compare AI today to the early days of the internet. But even in its infancy, the internet was a low-cost technology solution that enabled e-commerce to replace costly incumbent solutions. Amazon could sell books at a lower cost than Barnes & Noble because it didn’t have to maintain costly brick-and-mortar locations.
The bolded statement above from the report rings true with my experiences in the market. Historically, tech lowers the cost to do things. With many AI applications, that isn’t the case, because AI is so expensive to run.
As an example, for BrandGuard to do an equivalent job checking a marketing asset for brand compliance as what a human would do, requires 22 different AI models. For all of those models to run in less than 60 seconds, which is a SLA similar to what a human would provide, takes several GPUs, which are expensive. And to do it quickly requires us to keep them up and ready to go even when not in immediate use. It’s not cheap to score a marketing asset with AI. But it is more scalable. Is the value of scalability worth the cost? The market hasn’t decided yet.
The question then, for investors, is how to place smart bets on things where AI can show strong ROI and ignore things where it can’t. But this is a moving target so we have to do this while factoring in that the models are constantly improving (thus providing the ability to automate more tasks) and the costs to run a model at a given performance level are decreasing (thus increasing the areas of available ROI), all while paying attention to the difficulties of dealing with AI’s jagged frontier. It’s a very challenging problem.
One reasonably safe bet though, is to look at technologies that lower the cost of AI training and inference, because those technologies will directly impact the ROI calculations of everything sitting on top of that part of the tech stack.
I’ve been a big proponent for years of a coming AI explosion, but my views have become more tempered as I’ve watched this festering ROI problem continue to grow. I still believe AI is the most important technology to ever be invented, but rolling it out through the economy is going to take much longer than I anticipated.
Thanks for reading.
Thanks for reading Investing In AI! Subscribe for free to receive new posts and support my work.
Subscribe"
https://investinginai.substack.com/p/the-things-that-ai-wont-change,"Happy Sunday and welcome to Investing in AI. I’m Rob May and I run the AI Innovator’s Community in NYC and Boston.
For my topic this week, I’ve been inspired by Morgan Housel’s book Same As Ever, which looks at the things that don’t change over time even as technology advances. It inspired me to think about AI through that lens. So much is going to change as AI rolls out across industries. But, what won’t change? What things are either outside the impact of AI or, even if AI can impact them, get rejected in favor of non-AI approaches?
One area I see is the idea of human relationships. Summarization is a constant theme of AI and that includes summarization of human relationships. There is an emerging trend of bots that respond to things for you, including other people. But if your bot talks to me to keep me updated on your life, but then I deploy my bot to chat with you and your bot, and our bots talk to each other, are we really building a relationship? Are summarizations of key life milestones without the actual interaction the same?
To take an extreme example - a summary of a sexual experience isn’t the same as the sexual experience itself, and in many cases of human relationships, the situation means a lot more than just the basic transaction of information. I generally don’t invest in AI that tries to summarize or replicate human experiences.
A second area where AI will have little impact is areas where there is no standard amongst humans. For example, I see a lot of startups that want to use AI to validate truth online. But if humans can’t do it, how can AI? A significant part of the population still believes there was fraud in the 2020 U.S. Presidential election. Having an AI tell them there wasn’t isn’t going to change their point of view. While there are things AI can do to help in this space, like finding and tagging AI-generated content, or monitoring and aggregating information about what’s going on in the news, it boils down to this - when humans can’t agree on truth, AI can’t help.
The third and final area I’ll suggest as an area AI won’t change things is areas that are regarded as status symbols. I wrote about this in 2019 in What Horses, Watches, And Bookstores Can Teach Us About Why Automation Won’t Kill Jobs. Here is an example from that post:
Two hundred fifty years ago, everyone owned a horse. That’s how you got somewhere. When cars came around, it didn’t kill off the horse industry altogether. Instead, horses became expensive status symbols. To own a racehorse, or to participate in equestrian events, it it’s own culture and community filled with mostly wealthy people.
In situations where something is, or may become, a status symbol, there may be limited chances to apply AI. AI works best when the goal is automation, or lower cost predictions, or something like that. Status symbols don’t usually benefit from either of those use cases.
It’s common to extrapolate new technology to everything. But it rarely works out that a new tech upends every area of the economy. Charlie Munger says then when analyzing something it’s important to “invert, always invert.” One way to think about where AI goes and the impact it has is to think about the areas that might stay the same even in the face of AI advancements. If you have areas you’ve thought about that AI can’t touch, I’d love to hear them.
Thanks for reading."
https://investinginai.substack.com/p/attention-is-all-you-need-but-not,"Happy Sunday and welcome to Investing In AI. I’m Rob May, and I run the AI Innovator’s Community in New York and Boston. Sign up if you want to attend our various events.
The modern AI wave was set off by a paper titled “Attention Is All You Need.” It’s a famous paper in AI technology circles but today I want to approach that same statement from a customer perspective.
The last 15 years of online marketing have exploited new ways to reach customers. First it was just being online with a website, then it was online ads, then search ads and SEO, then social media, and eventually mobile app stores. New waves of startups were able to challenge incumbents using these new channels that the incumbents didn’t understand. However, I think those days are mostly over. (One exception - agents could be a new channel but I think incumbents will dominate them)
One of the challenges with such a noisy world is that you need more than just an ability to “solve a customer problem” or “offer a benefit, not a feature” or “tap into a customer’s job to be done"" and all the other startup aphorisms that are supposed to get you to the growth stage promised land.
Let me explain why with an analogy. Let’s say I’ve eaten 3,000 calories already today in good, but not great meals. And then I have a chance to get a 50% off deal at the nicest restaurant in NYC. I may not go. Why? Because I’m already satiated. The marketing team for the restaurant will have a difficult time understanding why I turned them down. I have to eat, right? And they are the best, right? And they are offering a once-in-a -lifetime deal, right? What idiot wouldn’t take that?
The thing that is missing from the equation of all these startup is that concept of satiation. When you translate that into selling software, satiation equates to attention. To sell software, attention is all you need, but it’s the hardest thing to get.
I get email offers EVERY DAY in my inbox for things that I should want. People offer to lower my insurance costs, my financing costs, my HR costs, my marketing costs, and my development costs. People offer me the chance to generate more leads, which I would like to do, and they offer it as a free trial. I turn down all of them. Why? Because even though I have a problem that you are offering to solve, and your product or service has product market fit, and you are taking all the risk out of it for me to try it out, I still DON’T HAVE TIME. I need at least 15 minutes to understand it and think through it. It probably takes a little time to setup. I have to explain to my team why we are adopting this, and I don’t have time for that.
What is getting ignored in this current startup world is that we have so much !@#@% jammed into our limited attention spans because of a million notifications a day and a follow-up NPS survey for every single restaurant/software/service/product/travel experience and a million other things occupying our attention, there is no room left even for good stuff.
So the problem for startup founders is, you can have product-market fit, you can execute flawlessly, you can take the risk out of the buying process, you can offer a deal, and you still may fail because we live in a world where you are just… crowded out. You did everything right. You did everything your VCs said, but I just don’t have the mental bandwidth to pay attention to you.
And that’s just for low friction products. A lot of AI products are higher friction, so the situation is even worse.
Which brings me back to my original point - attention is all you need. The companies that win now are the ones that can find ways to get attention. I’d even go so far as to say attention-market fit may soon become more important than product-market fit. Building the 4th best product in the category but being able to get attention to it might be a better path to success than building the best product in the category and struggling to get attention. A decade ago I would have told you that those things, product quality and attention, were correlated but today I don’t think they are. (side note as an example, I’m 0 for 7 on apparel bought from instagram ads… it all sucked. I bought “the world’s most comfortable shoe” from instagram and it’s horrible.)
The problem for startups is… you know who has a lot of attention already? Incumbents. Building attention before you launch a product may become more important than building a product before you get attention, because for startups, attention is all you need.
Thanks for reading."
https://investinginai.substack.com/p/lessons-from-filterworld-and-a-warning,"Happy Sunday and welcome to Investing in AI. Today I want to talk about the excellent book Filterworld: How Algorithms Flattened Culture. It’s the kind of book techies hate because it implies that tech can make things worse, and for most of us, techno-optimism is our religion. (For the record, I wrote a few years ago about why tech keeps getting expected outcomes wrong, and my religion is best described as “everything is a tradeoff”)
But let me grab your attention with a stat from the book that you may find shocking. In 2023, Netflix streamed 4,000 titles. But in the video store days, a Blockbuster “super store” would have stocked over 6,000 titles. This goes against everything the internet was supposed to be. It was supposed to enhance diversity, options, the long tail. Remember? But in his book Kyle Chayka presents ample evidence that companies like Netflix are actively pushing the content they want on us under the guise of “personalization.”
Another story from the book discussed a research project where multiple Netflix accounts were created and different content viewed to meet some personality stereotype. While their recommendations diverged in many ways, all accounts were pushed “The Fast and the Furious” series, which it turns out, Netflix had paid a very high fee to license. This is not how we expect these things to work.
The internet was supposed to increase democracy in every area. We would have better politics because of more informed voters. We would have better journalism because we removed the gatekeepers and let people write what they wanted. We would have a more generally educated population, more appreciative of diversity, and with more exposure to the long tail of all types of content. But let me ask you something - do you think the average person you know is smarter, more engaged in democracy, and exposed to more diversity than 20 years ago? I don’t. And Filterworld shows how the same forces that homogenized thought are homogenizing culture. (For what it’s worth, I wrote about a related issue in Venturebeat in 2013. It was easy to see this coming.)
I’m really worried AI is going to make all of this worse. I hear all the same things about AI that I heard at the beginning of other waves of tech about how it will make things better. Yet, I don’t hear any acknowledgement that we made mistakes that time around and now have ideas how to improve with the next wave of innovation.
If you are working in the space, I hope you will read Filterworld, and I hope you will consider the implications of your work. Everyone seems worried about AI safety and AGI but, as Filterworld shows, we are doing a lot of harm to ourselves and our society with algorithms even now, well before we solve AGI. Let’s not lose sight of the more pragmatic issues our AI work can cause.
Thanks for reading."
https://investinginai.substack.com/p/the-valley-of-ai-innovation,"Happy Sunday and welcome to Investing in AI. This week I want to talk about how things have slowed down in AI, and why, to me, it feels like 2006.
Tomasz Tunguz wrote recently about the slowdown in software markets. It’s real, and I’ve seen several other people writing about it. In one good example, Molly White recently asked if AI is worth it. It feels like a wave of “AI is overhyped” is coming.
With the exception of foundation models and a few hot AI companies, things seem to be slowing down, both on adoption and financing. It’s easy to think, at a time like this, that we are entering some valley of AI that we may not get out of for some time. But to me, this feels a lot like 2006.
I remember talking to a friend in 2006 saying it felt like there was nothing innovative coming. It was a time when there didn’t seem to be any big breakthroughs, and companies were raising on stories like “we use AJAX,” or “we are a platform to add tag clouds to websites.” The platforms that were popping up, things like Reddit and Facebook, felt like toys. None of it felt like real innovation.
But just a few years later I remember pointing out to that same friend that the reason it felt slow was, we moved from a technical innovation period through a user behavior change period. Adoption was slow and uncertain. No one knew what to do with these things, and the tools hadn’t hit any kind of mass adoption. Yet bubbling under the surface was something big.
I don’t know what is next. Maybe it’s agents, maybe it’s edge AI. I’m doubtful it’s AGI. But something is brewing and in 2 years I think we will what the right theses were for investing in this phase of AI, and what types of companies are starting to win. In some ways it feels quiet, but it’s a very exciting time.
Thanks for reading."
https://investinginai.substack.com/p/why-i-dont-invest-in-agi-its-not,"Happy Sunday and welcome to the Investing In AI newsletter. I’m Rob May and I run the AI Innovator’s AngelList syndicate if you are interested in early stage AI deals. I’m also looking for some applied AI people to interview for the AI Innovator’s Podcast, so if you work on implementing AI tools into corporate workflows, please reach out. I’d love to discuss it on the podcast.
If you make AI investments, you inevitably see a regular flow of companies who list their corporate mission as “solving AGI” (artificial general intelligence) or something like that. I usually don’t take a second look at these businesses - not because it isn’t an important goal, but because I don’t think it’s a good economic opportunity. That sounds crazy right? What could be more valuable than building the world’s first machine that is as intelligent as a human?
Thanks for reading Investing In AI! Subscribe for free to receive new posts and support my work.
Subscribe
— The Singularity —
Let’s first look at the core theory behind why AGI is perceived to be so powerful. It’s often called “the singularity.” There are many perspectives on this but they generally looking something like this:
The first machine to reach human intelligence will then start improving itself on its own, without human intervention
Having even a brief head start of a few hours or days will make it a winner-take-all outcome as the first truly intelligent machine will take off on a self-improvement curve so that no one can catch up
An AGI machine will be capable of so many things that it will dominate many areas of economic activity.
— AGI Economic Skepticism —
I have to admit that years ago, in older versions of this newsletter, I was a believer in the singularity and I thought companies and academic labs might be in a race that mattered immensely to the future of the world. But after almost a decade now of working at the intersection of AI and business in various forms, I no longer feel this way. Here are my main arguments for AGI economic skepticism.
The gap between the top AI groups is small, so I’m skeptical that the first group to solve AGI will do something that others can’t figure out and copy quickly.
It’s not obvious or guaranteed that the first machine to reach AGI will also be the best at self improvement. Humans obviously don’t know exactly what to do to build AGI, and so building a machine with human levels of intelligence doesn’t guarantee that machine will quickly find the next breakthrough for the fastest form of self-improvement. In fact, you can imagine a scenario where the second company to build AGI targets a better self-improvement algorithm and quickly passes the first.
Even if a company gets to AGI with a significant lead, they may be gated by compute or power resources. For example, if OpenAI reaches it first then both Microsoft and Google, with vastly more compute, may be able to catch up and pass the OpenAI AGI as it could be growth constrained by compute.
It’s unclear how dominant a digital AI could be on the world. We don’t have a model of a disembodied intelligent being to know. And we don’t know what motivations it would have, so, it could just as easily be that we end up with an AGI oligopoly as the first AGI is limited in its influence and growth. Interacting in the physical world is still slow and difficult.
If you do have an AGI, that doesn’t mean everyone will buy it and you will be economically dominant. Large enterprises are particularly sensitive to data and privacy issues with generative AI. They will be the same, probably even more stringent, with AGI. So it’s unlikely that just because you have an AGI suddenly every large company adopts it. The adoption will take time, and that’s time for others to catch up and compete.
The market will want different AGI options. Some companies won’t want to use certain providers, depending on who they are. Walmart won’t use AWS, and when we are looking at workflow intelligence over just compute, that issue will be even more serious.
We don’t know the upper limit on the theoretical value of AGI because we don’t know anything about the upper limit of intelligence in a fundamentally probabilistic world. The theoretical maximum might be not too far beyond where humans are today.
As you can see, there are a lot of practical reasons to believe that the achievement of AGI isn’t some magical point of singularity where the winner dominates the world going forward. I think it’s an important goal, but not necessarily one that will be a massive economic return.
In fact, while many AI investors spend cycles focused on what capabilities GPT-5 may have, or whatever next model is going to be dominant, I’m much more focused on the billions or trillions of daily workflows around the world that don’t yet use any AI technology. I believe pushing GPT-4 level AI deeper into these workflows is more valuable than building the next GPT-X. AI will make so many workflows so efficient and drive so many productivity increases, and I think the economic gains could go to the companies that adopt AGI more than the providers of AGI themselves.
The mental model I use is this - as intelligence becomes more abundant and everyone has more access to it, what goes up in value? I think it’s industry knowledge, customer relationships, unique data, and experience with the nuances of specific industry workflows that aren’t easily available to an AGI.
I’m sure many of you have counterpoints I haven’t thought of. I’m always happy to hear them so please reach out if you disagree.
Thanks for reading.
Thanks for reading Investing In AI! Subscribe for free to receive new posts and support my work.
Subscribe"
https://investinginai.substack.com/p/what-will-be-the-soc2-of-ai-models,"Happy Sunday and welcome to Investing in AI! I’m Rob May, co-founder of the AI Innovator’s Community. If you want to join our investing syndicate, it’s not up are running here. Our first deal is a very cool AI agent platform called Wayfound. You can apply to invest in the deal at this link.
I’m also looking for beta testers for a new startup I’m invested in - Silvershield. It’s a tool for adults to manage their aging parent’s phone/email/etc in a world where deepfakes and AI scams are getting more serious. Please give it a try if you are in that demographic.
My thought for today is on how slow it is for enterprise AI companies to sell products. We’ve seen this at BrandGuard, and many other companies I’ve invested in. It isn’t a lack of interest. It’s a fear of what might happen with your data when you adopt an AI tool.
A normal enterprise procurement process is slow. We’ve seen an average of 3 months on top of that just to evaluate an AI tool. Why? There isn’t a standard evaluation checklist and people don’t know all the questions they should ask. So what happens is the technical group asks for demos, architecture diagrams, etc, and asks a ton of questions as they think of them. It reminds me of selling cloud software in 2009, when businesses didn’t know what questions to ask of cloud providers.
The cloud computing market eventually standardized on key questions and an evaluation process for buyers. Part of that was the use of third party verifications and certifications like SSAE-16, ISO-27001, and SOC2. What we need is a similar certification process for AI companies.
There are some groups trying this but nothing seems to have any traction yet. While the market is probably a little too early to settle into a single certification, I think something will evolve in the next 24 months that is like a SOC2 for AI models. It’s the only way large enterprises can have certainty and offload risk of AI adoption.
This isn’t just an issue that affects the initial buying cycle though. As we use models to automate more and more tasks, how do you audit them to make sure they are doing what we expect? Take a tool like Waze, which helps drivers find the fastest route to their destination using AI. How do you actually know it’s providing the shortest path? I sometimes ignore Waze and turn somewhere else and the estimated time to arrival drops two minutes. What if a similar thing happened for an AI powered business workflow?
If you have a fully AI powered resume screening tool, how do you it’s working to give you the candidates you want? If you have an AI powered sales tool, how do you know it’s really giving you the best recommendations of which deals to focus on? Models suffer from data drift, and their performance often deteriorates over time. How will you know when that is happening unless you have a process to audit and test it against something else?
Compliance, governance, audit, and certification functions will be necessary to make AI adoption happen at scale for these reasons.
So what types of issues will these certifications likely cover? I think a few key things:
Data uses for training models for individual customers and across all customers
Established ownership rights for various levels of model outputs
Disclosures of third party models, APIs, and other tools that may have data access
Indemnification standards for various violations
Data governance workflows and processes - both technical and human driven
Oversight and clarification of any Human-In-The-Loop workflows
Ongoing audit and testing processes
Possible parallel workflows or constant A/B testing of algorithms to see which ones perform better.
This is a really interesting issue to me, having experienced it on multiple levels in my own startup and others. While everyone is watching the key tech breakthroughs in foundation models, it’s really the gaps in compliance and fit with existing workflows that are holding back AI adoption. Watching the state of those things is a better gauge to where applied AI is going and a better guide of where to invest, in my opinion.
If you are a big company executive working on this, and have ideas for how these standards may develop, let me know. I’d love to hear your ideas.
Thanks for reading."
https://investinginai.substack.com/p/why-ai-could-lead-to-higher-costs,"Happy Sunday and welcome to Investing in AI! Today I want to talk about an unusual idea from an old book I picked up recently. I often browse the basement of Strand Bookstore in New York because it has the best selection of used technology and mathematics books of any place I’ve seen. Recently I found Edward Tenner’s book “When Things Bite Back: Technology And The Revenge of Unintended Consequences.” I bought the book because I’ve been a long time believer in the idea that the tech industry is too naive about the tradeoffs, unintended consequences, and second order effects of new technology adoption. But what is most interesting about this book is… it was written in 1996. I wanted to read it and see if we are still making the same naive mistakes in our assumptions about technology.
One of the book’s later chapters talks about all the ways office workers became less productive in the age of the computer. It works like this… executives used to have secretaries to type, print, and copy things, but now with all the computers and software and tech innovations, the executives can do these things themselves quickly and no longer need secretarial help. So the support staff in the company can be mostly let go, saving a lot of money.
But what the research showed is that it actually ends up costing more. Cal Newport came across the same book several years ago, and wrote about this same study here.
Here is Newport’s analysis of it all:
This reduction in the typical deep-to-shallow work ratio (see Rule #1 in Deep Work) became so pronounced as computer technology invaded the front office that Sassone gave it a downright Newportian name: The Law of Diminishing Specialization.
What makes Sassone’s study particularly fascinating is that he used rigorous data collection and analysis methods to answer the question of whether or not this diminishing specialization was a good trade-off from a financial perspective.
His conclusion: no.
Reducing administrative positions saves some money. But the losses due to the corresponding reduction in high-level employees’ ability to perform deep work — a diminishment of “intellectual specialization” — outweighs these savings.
And here are two interesting quotes on the results from the original study:
“The results of a comparison of a ‘typical’ department, with a department with a reasonable high level of intellectual specialization were startling. The typical office could save over 15 percent of its payroll costs by restructuring its staff and increasing the intellectual specialization of its workers.”
“The typical office can save about $7,400 [around $13,200 in 2018 dollars] per employee per year by restructuring its office staffs and improving its levels of intellectual specialization.”
It’s easy to bah humbug these results and make a lot of excuses for why this is no longer true. And maybe to do so would be accurate. In fact, the Consensus research tool shows that most papers say yes, new tech has increased productivity. But skimming these papers, it seems that they analyzed employee per unit performance rather than system level performance. What Sassone seems to be saying is that, while individual employee performance on certain tasks might be more productive, the system overall may not be because of the loss of intellectual specialization benefits.
Whether this is true or not of the web 1.0 era is not my concern here. My concern is whether or not some of this could apply to the AI revolution. To understand that, we need to think about it on a case by case basis, and understand how good an AI is for particular use cases.
For example, consider automated support systems. They are more efficient and much cheaper than humans for routine requests, but my anecdotal experience with them is that complex requests that used to be handled quickly by a human are now more difficult. You have to go through all the basic menus and validate a bunch of information to get transferred to a human who can actually help, even when you know you have a complex topic that will require a human.
I wrote a few months ago about how evaluating the downside risk of an AI project could give you insights into the ROI. That’s the case I’m worried about. If too many AI projects are “pretty good” but have to be constantly re-checked by humans, need more human supervision, or result in more complexity in other areas, then the gains of AI could be lost.
We could also find ourselves back to the diminishing specialization problem. I’m not a designer, but if I feel like I can get 90% of what I want from a foundation model on my own in 20 minutes, I’ll probably do that more often. To me, it seems better than having a designer take a few hours on the same thing. But then, that’s time I’m not spending doing what I do best.
I know most of you who are techies are pretty strongly against this point of view. You believe almost religiously that tech improvements are always good and should always be adopted and are always beneficial if we just do it the right way. Yet second order effects in tech are powerful. For example:
Uber makes traffic worse, despite early tech predictions it would make everything better.
Social media makes us less connected, despite assumptions it would help us maintain connections.
AI adoption in many areas of business is slow. Why? Because many of the experiments companies are running don’t show enough value when you look at them holistically.
What is the story we will write about AI in a decade? Will it have transformed everything we do? Lead to increased productivity? Created a bunch of negative second order effects? My guess is that it will look a lot like most other areas of technology. AI will have pockets of huge benefit and productivity, while net ROI may be negative but we will be reluctant to acknowledge it. But I’ve been wrong a lot before so, perhaps this won’t come true.
If you have opinions on this, as always, I’d love to hear them.
Thanks for reading."
https://investinginai.substack.com/p/the-factors-impacting-nvidias-defensibility,"Happy Sunday and welcome to Investing in AI. I’m Rob May, CEO at Brandguard. I also co-founded the AI Innovator’s Community that does events in New York and Boston, so please check it out.
Today I want to talk about NVIDIA’s run up and if/when it might stop. The growth and profits are obviously determined by two things - general growth in the demand for AI and competition from people who aren’t NVIDIA.
I started my career in the chip industry as a FPGA and ASIC designer, so I know a bit about the industry first-hand. It has some very unusual industry characteristics that make it hard to determine if and when NVIDIA might be unseated as the major hardware producer for AI. Let’s review these characteristics in two parts. First, the criteria people look at when choosing a chip to use in their product. Then secondly we will look at factors in the way design cycles, market demand, and competition impact how chip companies grow and develop.
Before we dig into it, there is something you should understand about AI and computer chips. There are many different types of AI chips beyond GPUs. There are new ideas like neuromorphic chips, analog chips, or chips that merge semiconductors and biology to do intelligent computing. They are very different than GPUs but can apply to some of the same AI workloads. But also, you can run AI workloads on CPUs as well, they are just slow. So beating NVIDIA isn’t necessarily about building a better GPU. It’s about disrupting GPUs for certain AI workloads.
When we hear the news about AI chips, it typically focuses on benchmarks for performance on certain popular AI models. You can see one set of rankings for that here. Performance overwhelms the decision making on AI chips at this point in the market because these are mostly large chips for server farms for training large models, and AI is still in the nascent stages of being deployed inside many products, particularly at the edge.
As the applications of AI grow, managers looking to build AI products will evaluate chips on many different things beyond performance, including:
Footprint (how large is the physical chip and can it fit in my device or use case?)
Power consumption (really important for battery or low power devices)
Price (always)
Tolerances (heat, vibration, exposure to radiation, space, military, etc)
History (how long has the company been around, is this a brand new chip unproven in the market?)
Roadmap (this matters A LOT in the chip industry)
Tool chain (how does the chip get programmed and integrated and does it fit existing design workflows)
Use case generality (do you need a more general or more specific targeted chip?)
These variables make it really really difficult for a newcomer to break into the market because given the longer chip design cycles, you have to take a bet on what the demand is going to look like down the road for what you are building. So as you can see, NVIDIA probably won’t dominate across all of these vectors, although it is very strong on the most important ones.
That leads to my second point, which is the design cycles are long and that matters because it’s difficult to see far enough in advance to get things right, and can take a while to recover if you get things wrong. Just consider that Intel passed on providing chips for the iPhone launch because they didn’t expect it to be a large business.
That’s a funny thing about how the chip markets work. The big growth areas usually happen because new markets emerge for existing chips - not because chips are designed for market use cases as they are evolving. Consider that GPUs were not developed for AI, and not a use case for NVIDIA customers for most of the company’s history. But when AI arrived, GPUs were the best bet.
As another example, ARM specialized in low power chips for decades before the mobile phone revolution. And for those of you around in the early days of mobile phones, you probably remember their eventual ubiquity was not obvious. I worked at Radio Shack in the late 1990s in college and were highly commissioned for selling phones, so I pushed them any chance I could. But most people would say “what the hell would I ever do with a cellular telephone? What’s so important that I can’t wait until I get home, or to a payphone?”
So getting back to NVIDIA, I don’t see any force stopping the juggernaut in the next few years, other than a huge decline in the need for AI compute, and that seems unlikely. Any startup competitor could easily be acquired by NVIDIA for tens of billions of dollars and it would barely be material given NVIDIAs market cap. And while the other major chip companies are mounting a challenge, particularly AMD, the demand for GPUs is so great, and will be for the next few years, there is room for massive growth for multiple players.
When NVIDIA eventually slows down, I suspect it will come from one of two areas. The first is a surprising shift in market use cases. Given the long development cycles of computer chips, it’s hard to be as responsive to the market demands as software companies can be. And product designers have to choose some level of predictability and reliability in their components and their partners, which is why they favor proven tech over innovative new designs most of the time. But the way NVIDIA benefited because their chips for graphics cards happened to be a good match for new AI workloads - I think something similar could happen to slow them down. Some new popular AI workload will be a better fit for something other than a GPU, but a chip that is already established in the market in other ways.
Or secondly, it comes from a company that is building their own chips and decides to get into the broader semiconductor business. This means Apple, Amazon, Facebook, or most likely - Google. But all those companies, even if they can compete technically with NVIDIA, lack the infrastructure to sell and support chips and those who develop them. Building those capabilities will be slow.
Overall I think NVIDIA will remain dominant for quite some time and I don’t see any impending forces that could slow that down. But we know it won’t go on forever, so it’s fun to speculate where the eventual new king of AI will come from, and how far into the future that might be.
Thanks for reading."
